clade_name	clade_taxid	SRR6784512_metaphlan	SRR6784531_metaphlan	SRR6784521_metaphlan	SRR6784526_metaphlan	SRR6784543_metaphlan	SRR6784517_metaphlan	SRR6784513_metaphlan	SRR6784414_metaphlan	SRR6784516_metaphlan	SRR6784403_metaphlan	SRR6784577_metaphlan	SRR6784570_metaphlan	SRR6784534_metaphlan	SRR6784595_metaphlan	SRR6784528_metaphlan	SRR6784585_metaphlan	SRR6784560_metaphlan	SRR6784561_metaphlan	SRR6784540_metaphlan	SRR6784520_metaphlan	SRR6784598_metaphlan	SRR6784574_metaphlan	SRR6784525_metaphlan	SRR6784535_metaphlan	SRR6784527_metaphlan	SRR6784553_metaphlan	SRR6784583_metaphlan	SRR6784589_metaphlan	SRR6784569_metaphlan	SRR6784510_metaphlan	SRR6784537_metaphlan	SRR6784523_metaphlan	SRR6784536_metaphlan	SRR6784566_metaphlan	SRR6784405_metaphlan	SRR6784410_metaphlan	SRR6784556_metaphlan	SRR6784576_metaphlan	SRR6784571_metaphlan	SRR6784575_metaphlan	SRR6784573_metaphlan	SRR6784578_metaphlan	SRR6784511_metaphlan	SRR6784411_metaphlan	SRR6784406_metaphlan	SRR6784544_metaphlan	SRR6784596_metaphlan	SRR6784591_metaphlan	SRR6784550_metaphlan	SRR6784552_metaphlan	SRR6784529_metaphlan	SRR6784597_metaphlan	SRR6784563_metaphlan	SRR6784514_metaphlan	SRR6784592_metaphlan	SRR6784413_metaphlan	SRR6784594_metaphlan	SRR6784568_metaphlan	SRR6784587_metaphlan	SRR6784586_metaphlan	SRR6784593_metaphlan	SRR6784567_metaphlan	SRR6784519_metaphlan	SRR6784524_metaphlan	SRR6784590_metaphlan	SRR6784515_metaphlan	SRR6784546_metaphlan	SRR6784565_metaphlan	SRR6784539_metaphlan	SRR6784582_metaphlan	SRR6784584_metaphlan	SRR6784564_metaphlan	SRR6784532_metaphlan	SRR6784580_metaphlan	SRR6784555_metaphlan	SRR6784549_metaphlan	SRR6784412_metaphlan	SRR6784542_metaphlan	SRR6784409_metaphlan	SRR6784557_metaphlan	SRR6784538_metaphlan	SRR6784562_metaphlan	SRR6784554_metaphlan	SRR6784408_metaphlan	SRR6784522_metaphlan	SRR6784559_metaphlan	SRR6784547_metaphlan	SRR6784572_metaphlan	SRR6784588_metaphlan	SRR6784581_metaphlan	SRR6784530_metaphlan	SRR6784545_metaphlan	SRR6784404_metaphlan	SRR6784558_metaphlan	SRR6784579_metaphlan	SRR6784518_metaphlan	SRR6784533_metaphlan	SRR6784548_metaphlan	SRR6784551_metaphlan	SRR6784541_metaphlan
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sanguinis	2|1239|91061|186826|1300|1301|1305	0	0	0	758.0	0	0	0	0	0	0	0	0	0	0	2610.0	0	1015.0	0	0	0	0	65.0	616.0	1559.0	0	0	0	0	0	0	0	1382.0	0	0	0	0	0	0	0	0	0	395.0	0	0	0	21.0	0	0	0	0	2637.0	0	0	0	0	0	0	0	0	0	0	0	0	14233.0	0	0	0	477.0	5553.0	0	0	0	0	0	0	0	0	226.0	0	0	0	0	0	0	819.0	0	0	0	0	0	0	418.0	0	0	0	0	3489.0	0	0	887.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sanguinis|t__SGB8047	2|1239|91061|186826|1300|1301|1305|	0	0	0	758.0	0	0	0	0	0	0	0	0	0	0	2610.0	0	1015.0	0	0	0	0	65.0	616.0	1559.0	0	0	0	0	0	0	0	1382.0	0	0	0	0	0	0	0	0	0	395.0	0	0	0	21.0	0	0	0	0	2637.0	0	0	0	0	0	0	0	0	0	0	0	0	14233.0	0	0	0	477.0	5553.0	0	0	0	0	0	0	0	0	226.0	0	0	0	0	0	0	819.0	0	0	0	0	0	0	418.0	0	0	0	0	3489.0	0	0	887.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sobrinus	2|1239|91061|186826|1300|1301|1310	0	0	0	0	0	0	0	0	0	0	3274.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sobrinus|t__SGB7996	2|1239|91061|186826|1300|1301|1310|	0	0	0	0	0	0	0	0	0	0	3274.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp_263_SSPC	2|1239|91061|186826|1300|1301|1579343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	570.0	0	225.0	0	0	0	0	170.0	575.0	0	0	0	0	0	0	0	0	0	0	23432.0	137.0	0	0	0	0	0	0	0	0	0	85.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2753.0	0	0	0	0	82.0	0	0	0	0	255.0	388.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	711.0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp_263_SSPC|t__SGB8255_group	2|1239|91061|186826|1300|1301|1579343|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	570.0	0	225.0	0	0	0	0	170.0	575.0	0	0	0	0	0	0	0	0	0	0	23432.0	137.0	0	0	0	0	0	0	0	0	0	85.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2753.0	0	0	0	0	82.0	0	0	0	0	255.0	388.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	711.0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp_A12	2|1239|91061|186826|1300|1301|1759399	494.0	242.0	0	566.0	0	0	0	0	0	0	0	0	0	203.0	199.0	0	5832.0	0	0	0	0	160.0	10526.0	0	0	442.0	0	0	706.0	1415.0	0	0	0	0	1338.0	0	0	1710.0	240.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171.0	0	0	0	0	0	0	4877.0	0	0	32346.0	0	0	0	0	0	0	0	0	0	0	255.0	0	0	0	0	0	0	0	0	0	560.0	0	0	129809.0	0	0	0	0	0	0	0	61.0	441.0	0	0	173.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp_A12|t__SGB8059_group	2|1239|91061|186826|1300|1301|1759399|	494.0	242.0	0	566.0	0	0	0	0	0	0	0	0	0	203.0	199.0	0	5832.0	0	0	0	0	160.0	10526.0	0	0	442.0	0	0	706.0	1415.0	0	0	0	0	1338.0	0	0	1710.0	240.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171.0	0	0	0	0	0	0	4877.0	0	0	32346.0	0	0	0	0	0	0	0	0	0	0	255.0	0	0	0	0	0	0	0	0	0	560.0	0	0	129809.0	0	0	0	0	0	0	0	61.0	441.0	0	0	173.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_suis	2|1239|91061|186826|1300|1301|1307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1888.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_suis|t__SGB8209	2|1239|91061|186826|1300|1301|1307|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1888.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_thermophilus	2|1239|91061|186826|1300|1301|1308	1648.0	0	1348.0	18257.0	0	18548.0	6830.0	0	0	5519.0	1974.0	36299.0	0	25502.0	7435.0	0	2625.0	0	46273.0	10275.0	0	17974.0	0	39162.0	1344.0	12190.0	45934.0	0	1378.0	14893.0	152677.0	1169.0	24287.0	22624.0	0	0	0	24879.0	7085.0	790.0	0	0	0	468.0	14977.0	9372.0	0	0	0	0	12192.0	0	10807.0	0	0	750.0	0	0	21036.0	16290.0	0	0	0	2575.0	25691.0	0	0	12636.0	327802.0	3556.0	0	0	30750.0	0	1780.0	3344.0	6748.0	24820.0	0	1609.0	0	6892.0	3252.0	333.0	0	0	1033.0	52513.0	0	10219.0	5345.0	2942.0	0	0	3794.0	15375.0	544.0	526.0	1541.0	2495.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_thermophilus|t__SGB8002	2|1239|91061|186826|1300|1301|1308|	1648.0	0	1348.0	18257.0	0	18548.0	6830.0	0	0	5519.0	1974.0	36299.0	0	25502.0	7435.0	0	2625.0	0	46273.0	10275.0	0	17974.0	0	39162.0	1344.0	12190.0	45934.0	0	1378.0	14893.0	152677.0	1169.0	24287.0	22624.0	0	0	0	24879.0	7085.0	790.0	0	0	0	468.0	14977.0	9372.0	0	0	0	0	12192.0	0	10807.0	0	0	750.0	0	0	21036.0	16290.0	0	0	0	2575.0	25691.0	0	0	12636.0	327802.0	3556.0	0	0	30750.0	0	1780.0	3344.0	6748.0	24820.0	0	1609.0	0	6892.0	3252.0	333.0	0	0	1033.0	52513.0	0	10219.0	5345.0	2942.0	0	0	3794.0	15375.0	544.0	526.0	1541.0	2495.0
k__Bacteria|p__Firmicutes|c__CFGB10719	2|1239|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6336.0	6031.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1361.0	0	0	0	0	0	0	0	680.0	0	0	0	0	1810.0	0	0	2373.0	3730.0	0	3730.0	0	1965.0	0	0	0	0	0	0	69639.0	0	0	0	0	0	0	0	1309.0	0	0	0	0	0	0	0	0	0	0	0	0	678.0	0	0	0	0	0	0	8741.0	0	0	0	0	0	0	0	3051.0
k__Bacteria|p__Firmicutes|c__CFGB10719|o__OFGB10719	2|1239||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6336.0	6031.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1361.0	0	0	0	0	0	0	0	680.0	0	0	0	0	1810.0	0	0	2373.0	3730.0	0	3730.0	0	1965.0	0	0	0	0	0	0	69639.0	0	0	0	0	0	0	0	1309.0	0	0	0	0	0	0	0	0	0	0	0	0	678.0	0	0	0	0	0	0	8741.0	0	0	0	0	0	0	0	3051.0
k__Bacteria|p__Firmicutes|c__CFGB10719|o__OFGB10719|f__FGB10719	2|1239|||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6336.0	6031.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1361.0	0	0	0	0	0	0	0	680.0	0	0	0	0	1810.0	0	0	2373.0	3730.0	0	3730.0	0	1965.0	0	0	0	0	0	0	69639.0	0	0	0	0	0	0	0	1309.0	0	0	0	0	0	0	0	0	0	0	0	0	678.0	0	0	0	0	0	0	8741.0	0	0	0	0	0	0	0	3051.0
k__Bacteria|p__Firmicutes|c__CFGB10719|o__OFGB10719|f__FGB10719|g__GGB32463	2|1239||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6336.0	6031.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1361.0	0	0	0	0	0	0	0	680.0	0	0	0	0	1810.0	0	0	2373.0	3730.0	0	3730.0	0	1965.0	0	0	0	0	0	0	69639.0	0	0	0	0	0	0	0	1309.0	0	0	0	0	0	0	0	0	0	0	0	0	678.0	0	0	0	0	0	0	8741.0	0	0	0	0	0	0	0	3051.0
k__Bacteria|p__Firmicutes|c__CFGB10719|o__OFGB10719|f__FGB10719|g__GGB32463|s__GGB32463_SGB47515	2|1239|||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6336.0	6031.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1361.0	0	0	0	0	0	0	0	680.0	0	0	0	0	1810.0	0	0	2373.0	3730.0	0	3730.0	0	1965.0	0	0	0	0	0	0	69639.0	0	0	0	0	0	0	0	1309.0	0	0	0	0	0	0	0	0	0	0	0	0	678.0	0	0	0	0	0	0	8741.0	0	0	0	0	0	0	0	3051.0
k__Bacteria|p__Firmicutes|c__CFGB10719|o__OFGB10719|f__FGB10719|g__GGB32463|s__GGB32463_SGB47515|t__SGB47515	2|1239||||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6336.0	6031.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1361.0	0	0	0	0	0	0	0	680.0	0	0	0	0	1810.0	0	0	2373.0	3730.0	0	3730.0	0	1965.0	0	0	0	0	0	0	69639.0	0	0	0	0	0	0	0	1309.0	0	0	0	0	0	0	0	0	0	0	0	0	678.0	0	0	0	0	0	0	8741.0	0	0	0	0	0	0	0	3051.0
k__Bacteria|p__Firmicutes|c__CFGB11371	2|1239|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28226.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB11371|o__OFGB11371	2|1239||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28226.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB11371|o__OFGB11371|f__FGB11371	2|1239|||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28226.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB11371|o__OFGB11371|f__FGB11371|g__GGB33432	2|1239||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28226.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB11371|o__OFGB11371|f__FGB11371|g__GGB33432|s__GGB33432_SGB47280	2|1239|||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28226.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB11371|o__OFGB11371|f__FGB11371|g__GGB33432|s__GGB33432_SGB47280|t__SGB47280	2|1239||||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28226.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB11481	2|1239|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20358.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB11481|o__OFGB11481	2|1239||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20358.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB11481|o__OFGB11481|f__FGB11481	2|1239|||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20358.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB11481|o__OFGB11481|f__FGB11481|g__GGB33665	2|1239||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20358.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB11481|o__OFGB11481|f__FGB11481|g__GGB33665|s__GGB33665_SGB47358	2|1239|||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20358.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB11481|o__OFGB11481|f__FGB11481|g__GGB33665|s__GGB33665_SGB47358|t__SGB47358	2|1239||||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20358.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB11737	2|1239|	0	0	0	0	0	0	0	0	0	0	4195.0	0	19248.0	0	0	0	0	4592.0	0	0	0	0	0	0	0	0	0	0	2764.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1977.0	1061.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	686.0	0
k__Bacteria|p__Firmicutes|c__CFGB11737|o__OFGB11737	2|1239||	0	0	0	0	0	0	0	0	0	0	4195.0	0	19248.0	0	0	0	0	4592.0	0	0	0	0	0	0	0	0	0	0	2764.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1977.0	1061.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	686.0	0
k__Bacteria|p__Firmicutes|c__CFGB11737|o__OFGB11737|f__FGB11737	2|1239|||	0	0	0	0	0	0	0	0	0	0	4195.0	0	19248.0	0	0	0	0	4592.0	0	0	0	0	0	0	0	0	0	0	2764.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1977.0	1061.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	686.0	0
k__Bacteria|p__Firmicutes|c__CFGB11737|o__OFGB11737|f__FGB11737|g__GGB34228	2|1239||||	0	0	0	0	0	0	0	0	0	0	4195.0	0	19248.0	0	0	0	0	4592.0	0	0	0	0	0	0	0	0	0	0	2764.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1977.0	1061.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	686.0	0
k__Bacteria|p__Firmicutes|c__CFGB11737|o__OFGB11737|f__FGB11737|g__GGB34228|s__GGB34228_SGB72916	2|1239|||||	0	0	0	0	0	0	0	0	0	0	4195.0	0	19248.0	0	0	0	0	4592.0	0	0	0	0	0	0	0	0	0	0	2764.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1977.0	1061.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	686.0	0
k__Bacteria|p__Firmicutes|c__CFGB11737|o__OFGB11737|f__FGB11737|g__GGB34228|s__GGB34228_SGB72916|t__SGB72916	2|1239||||||	0	0	0	0	0	0	0	0	0	0	4195.0	0	19248.0	0	0	0	0	4592.0	0	0	0	0	0	0	0	0	0	0	2764.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1977.0	1061.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	686.0	0
k__Bacteria|p__Firmicutes|c__CFGB11875	2|1239|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2653.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23180.0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB11875|o__OFGB11875	2|1239||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2653.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23180.0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB11875|o__OFGB11875|f__FGB11875	2|1239|||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2653.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23180.0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB11875|o__OFGB11875|f__FGB11875|g__GGB34476	2|1239||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2653.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23180.0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB11875|o__OFGB11875|f__FGB11875|g__GGB34476|s__GGB34476_SGB65958	2|1239|||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2653.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23180.0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB11875|o__OFGB11875|f__FGB11875|g__GGB34476|s__GGB34476_SGB65958|t__SGB65958	2|1239||||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2653.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23180.0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB1217	2|1239|	0	5603.0	0	0	11454.0	6101.0	0	0	0	2521.0	0	0	0	0	0	0	27890.0	0	0	0	2254.0	6618.0	0	4684.0	0	0	10049.0	5156.0	0	0	0	0	3703.0	11774.0	18296.0	0	0	0	0	0	7977.0	32056.0	0	2003.0	1965.0	0	0	29288.0	1530.0	32763.0	9996.0	0	37.0	0	0	0	11356.0	6896.0	14572.0	0	1014.0	2570.0	6086.0	0	5216.0	0	9692.0	0	0	3650.0	0	192.0	0	0	0	0	1133.0	0	0	5531.0	0	0	0	1812.0	0	0	374.0	0	6652.0	2303.0	0	1341.0	21942.0	4056.0	7927.0	0	0	362.0	0	745.0
